a,X.nit.en_vm_canal1.en_vm_canal2.en_vm_canal3.en_vm_canal4.en_vm_canal5.en_vm_canal6.en_vm_canal7.en_vm_canal8.en_vm_canal9.en_vm_canal10.en_vm_otros.en_tx_canal1.en_tx_canal2.en_tx_canal3.en_tx_canal4.en_tx_canal5.en_tx_canal6.en_tx_canal7.en_tx_canal8.en_tx_canal9.en_tx_canal10.en_tx_otros.sal_vm_canal5.sal_vm_canal2.sal_vm_canal8.sal_vm_otros.sal_tx_canal5.sal_tx_canal2.sal_tx_canal8.sal_tx_otros.impo_cv.expo_vt.cxp.cxc.totalinventory.pagos_pj.pagos_pn.tiene_ventas_fisicas.tiene_ventas_electronicas.recaudos_pj.recaudos_pn.rotacion_inventarios.rotacion_cxc.rotacion_cxp.ciclo_negocio.ciclo_financiero
52,52,C-2294358365465492943,23151659,0,1334477.67,0,359856180.8,3596733.29,0,868000,0,0,0,1,0,3.5,0,2.716.666.667,1.428.571.429,0,1,0,0,0,359270009.5,1064879353,921178.25,46814826.92,2.616.666.667,7.409.166.667,1.5,6.937.121.212,2,2,1,2,2,0.302,0.698,0,0,0,0,3,3,1,4,5
53,53,C1230439301798804833,29244239.82,2806914910,2449679.67,0,300288691.3,4101333.33,0,6157343.52,205000,0,0,3.181.818.182,10,2.222.222.222,0,5.666.666.667,1.333.333.333,0,1.5,1,0,0,310161700.9,11979258231,0,0,9.916.666.667,1.828.333.333,0,0,2,2,1,5,6,0.265,0.735,0,0,0,0,3,1,1,4,5
54,54,C5547369061950924231,8657951.67,3766704.33,367215,0,0,408000,0,0,2087720,0,0,2.555.555.556,2.888.888.889,1.5,0,0,1,0,0,1,0,0,0,8282561.9,0,0,0,3.5,0,0,1,1,2,2,4,0.583,0.417,0,0,0,0,6,3,4,6,6
55,55,C-226690168352546933,1912847916,2507146529,1236457,622630348.8,71000000,104210463.3,129833333.3,14201476.43,5067500,70000000,0,5.008.333.333,6.808.333.333,1.142.857.143,4.206.666.667,1,10.5,2.666.666.667,1.857.142.857,3.5,2,0,71000000,2697919924,0,0,1,2.446.666.667,0,0,1,1,1,2,4,0.333,0.667,1,0,0,0,3,1,1,3,4
56,56,C5704678202350199903,21200186,2460107718,0,0,0,0,0,0,0,0,0,2,4.8,0,0,0,0,0,0,0,0,0,0,2293810844,0,0,0,1.205.555.556,0,0,1,1,3,2,1,0.689,0.311,0,0,0,0,1,1,3,2,1
57,57,C-1040934856800357722,892062057.3,1398489311,557528.75,35828443.17,276455161.7,244535588.5,0,21411035.68,9871004.63,15000000,465085.71,3.988.333.333,4.483.333.333,2,5.841.666.667,4.083.333.333,70.75,0,19.25,10.875,1,2,275458333.3,26235499.08,588304,0,4,5.083.333.333,1,0,3,2,4,5,5,0.668,0.332,1,0,0,1,5,3,3,5,5
58,58,C3179405988951322948,658405345.9,861646829.8,92903327.58,0,0,20419132.92,0,1911744.33,11237649.25,1425000,0,213.25,5.458.333.333,1.209.166.667,0,0,6.666.666.667,0,1.888.888.889,8.833.333.333,3,0,0,1113118495,0,0,0,402.75,0,0,2,2,1,2,2,0.43,0.57,0,0,0,0,5,3,1,5,6
59,59,C-4745006583254930589,182761410.1,6229705540,453271.43,0,12407079556,609133,0,286221.33,784015,0,0,6.416.666.667,3.866.666.667,2.714.285.714,0,5.191.666.667,2,0,2.666.666.667,2.5,0,0,12289662645,5747904781,0,0,516.5,4.809.833.333,0,0,2,2,1,2,3,0.127,0.873,0,0,0,0,2,1,1,3,4
60,60,C4802765834634132878,40471283.67,4028278099,0,0,132158270.4,0,0,0,0,0,0,1.5,6.5,0,0,1.875,0,0,0,0,0,0,132158270.4,3811222909,0,0,1.875,7.616.666.667,0,0,1,1,2,4,6,0.844,0.156,0,0,0,0,6,4,2,6,6
61,61,C-4796332851276302943,2466973709,878637820.9,189407432.3,0,73333333.33,101137037,0,4143661.88,19139733.5,0,1962956,8.831.666.667,53,160,0,1.5,5.291.666.667,0,3.333.333.333,1.208.333.333,0,4.333.333.333,73333333.33,463806347.8,0,0,1.5,2.968.333.333,0,0,4,3,6,3,6,0.425,0.575,0,0,0,1,6,2,4,6,1
62,62,C-1460427946069666307,87142753,318739046.3,0,0,0,3729604,0,0,966663,0,327557537.7,66.2,5.111.111.111,0,0,0,2,0,0,1.333.333.333,0,2.315.833.333,0,487908042.5,0,0,0,140,0,0,1,1,1,1,1,0.252,0.748,1,1,0,0,1,1,1,1,2
63,63,C-7044194448462345207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,6,3,2,6,6
64,64,C-6704079348240803423,1186884028,689919639.2,64275511.58,0,0,69574615,0,2191259.75,5639500,0,0,129.25,3.691.666.667,35.5,0,0,1.066.666.667,0,1.5,2,0,0,0,1874120502,0,0,0,3.163.333.333,0,0,1,1,2,2,2,0.472,0.528,0,0,0,0,1,1,1,2,2
65,65,C-3955669878260379117,292597405.4,2621709321,2229000,0,222562500,890295.33,0,2340000,0,0,0,14.25,5.533.333.333,2.25,0,2.5,2.222.222.222,0,2,0,0,0,376400000,2478151838,0,0,4.5,4.180.833.333,0,0,2,2,2,4,2,0.034,0.966,0,0,0,0,1,3,1,4,4
66,66,C-1904557574148620582,10770290596,38981008673,1582154,0,6008312111,831047043.7,0,271685290.8,7751940.14,2606532,5146529.45,5.109.166.667,8.833.333.333,2.5,0,2.558.333.333,1.489.166.667,0,7.866.666.667,4,1,3.363.636.364,7294444444,12770735252,0,0,3.111.111.111,6.103.333.333,0,0,3,2,6,6,6,0.475,0.525,1,0,0.8,0.2,2,4,3,4,3
67,67,C-1210436076632325363,76738584.42,34961209.25,0,3724093749,0,501195.17,8407276490,0,0,0,0,4.75,5.916.666.667,0,1.996.991.667,0,2.333.333.333,74.25,0,0,0,0,0,10730487936,0,0,0,1.652.416.667,0,0,1,1,2,1,3,0.649,0.351,1,0,0,0,1,1,1,1,2
68,68,C-2393938403105502391,474017733.4,828393542.9,3241259.71,28794312.33,0,82197606.92,0,2374913,585273.33,5000000,0,2.291.666.667,4.041.666.667,2,2.533.333.333,0,8.416.666.667,0,1.333.333.333,1,1,0,0,0,0,0,0,0,0,0,1,1,4,2,4,0.39,0.61,1,0,0,0,3,1,4,4,1
69,69,C4039998438002034082,52146679.08,171906420.8,1635845.33,3623755.08,0,1943086.6,0,0,452500,0,0,1.366.666.667,2.483.333.333,6.083.333.333,2.308.333.333,0,2.2,0,0,1,0,0,0,195577369.9,0,0,0,4.008.333.333,0,0,2,2,3,6,1,0.673,0.327,1,0,0,0,1,4,2,5,5
70,70,C6104569457861706677,430413981,3719417027,2567060.9,0,5593139211,4933105.45,0,4309849.38,6795000,0,0,1.266.666.667,37.5,4.6,0,1.733.333.333,3.272.727.273,0,2.75,2,0,0,1657633333,10407453654,0,0,1.441.666.667,1587.5,0,0,2,2,3,3,6,0.327,0.673,0,0,0,0,5,1,1,5,5
71,71,C-7126696670690949625,767210549.1,1287893113,3000000,90389964.2,0,24394115.92,0,1960779.91,8354435.86,0,0,1.366.666.667,8.758.333.333,1,1087.2,0,9.916.666.667,0,1.818.181.818,6,0,0,50000000,1122000,0,0,1,1,0,0,2,2,1,3,2,0.371,0.629,1,0,0,0,1,4,1,4,5
72,72,C-759698097271198408,6438521666,8705972392,3350320.08,180491121.5,626988194.6,301341613.8,0,457093052.7,9320723.7,79411000,7555868,2.404.166.667,187.25,4.916.666.667,1.834.166.667,7.25,33.75,0,3.276.666.667,3.8,1,6.75,723694021,87145783.33,0,180000,10,11.25,0,2,1,1,4,6,6,0.679,0.321,1,1,0,0,2,4,1,5,5
73,73,C-5338369858371373479,1050880105,2901132343,1800000,0,0,96905636.17,0,29812476.83,7319179.71,0,0,1.099.166.667,1.475.833.333,1,0,0,1.241.666.667,0,7.666.666.667,3.285.714.286,0,0,0,1320488813,0,0,0,225,0,0,4,3,4,6,6,0.763,0.238,1,0,0,0,4,3,2,5,5
74,74,C5098002989025705378,660359798.5,6351842858,1866100,0,3128265384,1520661.67,0,2920745,2150000,0,0,34.25,170.25,1.8,0,63.25,2.083.333.333,0,1.75,1,0,0,3118520384,6510790685,0,0,6.316.666.667,8.171.666.667,0,0,1,1,6,6,1,0.114,0.886,0,0,0,0,1,4,3,4,3
75,75,C-6529010884464051850,788697805.7,14371620335,1410574.6,0,4171083333,8779499.45,0,1197779.56,1048775,0,0,1.691.666.667,293.75,8.2,0,10.75,8.727.272.727,0,5.444.444.444,1.5,0,0,4171083333,10307064548,0,0,10.75,5.453.333.333,0,0,1,1,4,6,2,0.132,0.868,1,0,0,0,1,3,2,4,4
76,76,C-6071383461408276455,18366878.45,969642349.1,0,0,3215625.17,376361.56,0,0,0,0,0,2.9,17.5,0,0,8.416.666.667,2.444.444.444,0,0,0,0,0,3215625.17,444444070.2,0,0,8.416.666.667,233.75,0,0,2,2,1,3,2,0.293,0.707,0,0,0,0,6,4,1,6,6
77,77,C-5582218529688275335,112558260.4,166751492.3,38768159.08,0,0,8953424.92,0,2183553.4,1381650,0,0,24.25,7.75,23,0,0,6.583.333.333,0,1.6,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,0,0,0,0,0,1,2,2,3,3
78,78,C774623388884494508,346659205.8,7568240287,2155524.83,49355076.5,7358203333,445957,0,3561121.3,190200,0,0,8.666.666.667,191.25,4.166.666.667,8.791.666.667,4.266.666.667,4.727.272.727,0,1.8,1.4,0,0,7358203333,7101300142,0,0,4.266.666.667,1516.25,0,0,1,1,6,6,2,0.281,0.719,1,0,0,0,1,4,4,5,3
